0.28827	0.00203
2.59714	0.00663
2.59714	0.00111
4.90601	0.00663
4.90601	0.00111
7.21488	0.00663
7.21488	0.00111
9.52375	0.00663
9.52375	0.00111
11.83261	0.00663
11.83261	0.00111
14.14148	0.00663
14.14148	0.00111
16.45035	0.00663
16.45035	0.00111
18.75922	0.00663
18.75922	0.00111
21.06809	0.00663
21.06809	0.00111
23.37696	0.00663
23.37696	0.00111
25.68583	0.00663
25.68583	0.00111
27.99469	0.00663
27.99469	0.00111
30.30356	0.00663
29.72635	0.00111
32.61243	0.01031
34.92130	0.01031
37.23017	0.01031
39.53904	0.01031
41.84791	0.01031
44.15678	0.01031
46.46564	0.01031
48.77451	0.01031
51.08338	0.01031
53.39225	0.01031
55.70112	0.01031
58.00999	0.01031
60.51126	0.01460
59.74164	0.00847
62.62773	0.01766
62.62773	0.01214
64.93659	0.02134
64.93659	0.01490
67.24546	0.02318
69.55433	0.02869
69.55433	0.02318
70.70877	0.03604
71.86320	0.04340
71.28598	0.02869
72.44042	0.03788
74.36447	0.05811
74.17207	0.04983
73.59485	0.04340
75.51891	0.08384
75.32650	0.07465
75.32650	0.06730
77.63537	0.10223
77.63537	0.09487
77.05815	0.08752
77.05815	0.08017
77.05815	0.07281
77.05815	0.06730
78.98221	0.13900
78.78981	0.12981
78.78981	0.12245
78.78981	0.11510
78.78981	0.10866
80.13665	0.19415
79.94424	0.18496
79.94424	0.17760
79.94424	0.17025
79.94424	0.16290
79.94424	0.15554
79.94424	0.14819
80.52146	0.14084
82.25311	0.22724
82.25311	0.21989
82.25311	0.21254
82.25311	0.20518
81.67589	0.19783
81.67589	0.19047
81.67589	0.18312
81.67589	0.17577
81.67589	0.16841
81.67589	0.16106
81.67589	0.15370
81.67589	0.14635
83.40754	0.30813
83.40754	0.30078
83.40754	0.29343
83.40754	0.28607
83.40754	0.27872
83.40754	0.27137
83.40754	0.26401
83.40754	0.25666
83.40754	0.24930
83.40754	0.24195
83.40754	0.23460
85.90882	0.40373
85.71641	0.39454
85.71641	0.38719
85.71641	0.37983
85.71641	0.37248
85.71641	0.36513
85.71641	0.35777
85.71641	0.35042
85.71641	0.34306
85.71641	0.33571
85.71641	0.32836
85.71641	0.32100
85.71641	0.31457
85.13920	0.30813
85.13920	0.30078
85.13920	0.29343
85.13920	0.28607
85.13920	0.27872
85.13920	0.27137
85.13920	0.26401
85.13920	0.25666
85.13920	0.24930
