1.14094	0.04078
0.37053	0.03524
3.45216	0.04878
2.68176	0.04262
5.76339	0.05617
4.99298	0.04817
6.91900	0.06664
7.88202	0.05833
9.03763	0.07403
9.03763	0.06756
10.38585	0.08142
10.77105	0.07218
12.50447	0.09250
12.50447	0.08511
11.92666	0.07772
13.66008	0.09989
14.81570	0.11467
14.81570	0.10728
14.23789	0.09435
15.97131	0.10174
17.12693	0.12575
17.12693	0.11836
16.54912	0.11097
18.47514	0.13375
20.59377	0.15161
20.59377	0.14422
20.59377	0.13776
21.74938	0.17378
21.74938	0.16639
21.74938	0.15900
24.06061	0.17747
23.48280	0.17008
23.48280	0.16269
25.40882	0.19964
25.21622	0.19040
25.21622	0.18394
27.72005	0.22180
27.52745	0.21257
26.94964	0.20703
26.94964	0.19964
26.94964	0.19225
26.94964	0.18671
28.87566	0.23289
30.03128	0.25136
29.83867	0.24212
30.41648	0.23474
32.14990	0.26983
32.14990	0.26244
32.14990	0.25505
31.57210	0.24767
31.57210	0.24028
33.49812	0.27784
35.61674	0.30308
35.61674	0.29569
35.61674	0.28830
35.03894	0.28092
35.03894	0.27537
36.77236	0.31786
36.77236	0.31047
37.92797	0.30493
39.08358	0.32894
39.08358	0.32248
38.50578	0.31417
40.43180	0.34372
40.23920	0.33448
40.81700	0.32710
42.74303	0.35480
42.55042	0.34649
41.97262	0.34003
41.97262	0.33264
45.05425	0.36958
44.86165	0.36127
44.28384	0.35665
47.36548	0.38067
47.17288	0.37235
46.59507	0.36589
46.59507	0.36035
49.67671	0.38805
48.90630	0.38251
50.83232	0.39914
51.21753	0.38990
52.95095	0.40283
52.37314	0.39729
55.45478	0.40714
57.76600	0.41391
56.99559	0.40653
60.07723	0.42192
59.30682	0.41576
62.38846	0.42500
61.61805	0.41946
64.50708	0.42869
63.92928	0.42315
67.01091	0.43300
66.24050	0.42685
69.32214	0.43608
68.55173	0.43054
71.44076	0.43978
70.86296	0.43423
73.75199	0.43978
76.06322	0.43978
76.06322	0.43331
78.37445	0.43793
78.37445	0.43146
80.68567	0.43054
80.68567	0.42315
80.68567	0.41576
81.84129	0.40653
81.84129	0.40006
82.99690	0.41207
83.57471	0.40283
84.15251	0.39360
84.15251	0.38621
83.57471	0.38251
85.30813	0.37697
85.30813	0.36958
85.30813	0.36219
85.30813	0.35480
86.46374	0.35019
87.04155	0.37328
87.04155	0.36589
87.04155	0.35850
87.61935	0.34372
87.61935	0.33633
87.61935	0.32894
87.61935	0.32155
87.61935	0.31417
88.77497	0.30678
88.77497	0.29939
88.77497	0.29292
90.12318	0.28461
89.93058	0.27537
89.93058	0.26798
89.93058	0.26060
89.93058	0.25321
89.35278	0.24951
91.66400	0.28461
91.66400	0.27722
91.66400	0.26983
91.66400	0.26244
91.66400	0.25505
92.24181	0.24582
92.24181	0.23843
92.24181	0.23104
92.24181	0.22365
92.24181	0.21626
91.66400	0.21257
93.39742	0.20703
93.39742	0.19964
94.55304	0.19502
95.13084	0.20333
95.70865	0.18855
95.70865	0.18117
95.70865	0.17378
95.70865	0.16639
96.86426	0.15900
96.86426	0.15161
96.86426	0.14422
96.86426	0.13776
99.36809	0.15900
99.17549	0.14976
99.17549	0.14237
99.17549	0.13499
99.17549	0.12760
99.17549	0.12021
99.17549	0.11282
99.17549	0.10543
99.17549	0.09804
99.17549	0.09065
99.17549	0.08326
99.17549	0.07587
99.17549	0.06849
99.17549	0.06110
99.17549	0.05371
99.17549	0.04632
98.59768	0.04262
100.52371	0.67253
100.33110	0.66329
100.33110	0.65590
100.33110	0.64851
100.33110	0.64112
100.33110	0.63373
100.33110	0.62634
100.33110	0.61896
100.33110	0.61157
100.33110	0.60418
100.33110	0.59679
100.33110	0.58940
100.33110	0.58201
100.33110	0.57462
100.33110	0.56723
100.33110	0.55985
100.33110	0.55246
100.33110	0.54507
100.33110	0.53768
100.33110	0.53029
100.33110	0.52290
100.33110	0.51551
100.33110	0.50812
100.33110	0.50073
100.33110	0.49335
100.33110	0.48596
100.33110	0.47857
100.33110	0.47118
100.33110	0.46379
100.33110	0.45640
100.33110	0.44901
100.33110	0.44162
100.33110	0.43423
100.33110	0.42685
100.33110	0.41946
100.33110	0.41207
100.33110	0.40468
100.33110	0.39729
100.33110	0.38990
100.33110	0.38251
100.33110	0.37512
100.33110	0.36773
100.33110	0.36035
100.33110	0.35296
100.33110	0.34557
100.33110	0.33818
100.33110	0.33079
100.33110	0.32340
100.33110	0.31601
100.33110	0.30862
100.33110	0.30123
100.33110	0.29385
100.33110	0.28646
100.33110	0.27907
100.33110	0.27168
100.33110	0.26429
100.33110	0.25690
100.33110	0.24951
100.33110	0.24212
100.33110	0.23474
100.33110	0.22735
100.33110	0.21996
100.33110	0.21257
100.33110	0.20518
100.33110	0.19779
100.33110	0.19040
100.33110	0.18301
100.33110	0.17562
100.33110	0.16824
100.90891	0.15900
100.90891	0.15161
100.90891	0.14422
100.90891	0.13683
100.90891	0.12944
100.90891	0.12205
100.90891	0.11467
100.90891	0.10728
100.90891	0.09989
100.90891	0.09250
100.90891	0.08511
100.90891	0.07772
100.90891	0.07033
100.90891	0.06294
100.90891	0.05556
100.90891	0.04817
102.83493	0.69839
102.64233	0.68915
102.64233	0.68268
102.06452	0.67807
105.14616	0.70578
104.37575	0.69839
107.26479	0.71316
107.26479	0.70578
109.57601	0.70762
109.57601	0.70023
111.30943	0.70578
